Fecha publicación;CCAA;Dosis administradas;Porcentaje de dosis administradas por 100 habitantes;Personas con al menos una dosis;Personas con pauta completa;Porcentaje con pauta completa
01/04/2021;Andalucía;1483868;17,49;;514632;6,07
12/05/2021;Galicia;1480127;54,85;1028809;461602;17,1
17/08/2021;Extremadura;1479780;139,69;824996;728908;68,81
24/08/2021;Baleares;1477953;121,62;810975;749761;61,7
19/07/2021;Aragón;1475514;110,83;858092;696638;52,33
12/08/2021;Asturias;1474416;145,2;808708;713983;70,31
29/01/2021;España;1474189;3,11;;251866;0,53
18/06/2021;Canarias;1473850;65,67;967680;575382;25,64
16/08/2021;Extremadura;1472635;139,02;818999;727110;68,64
15/07/2021;Murcia;1470620;97,45;855985;670178;44,41
13/04/2021;Madrid;1468932;21,74;1033686;435246;6,44
23/08/2021;Baleares;1467392;120,76;807843;741676;61,03
11/08/2021;Asturias;1465668;144,34;805694;707999;69,72
15/06/2021;Castilla La Mancha;1465203;71,71;967942;549330;26,89
19/05/2021;Castilla y Leon;1460306;61,07;936096;539178;22,55
13/08/2021;Extremadura;1460297;137,85;811839;721292;68,09
26/04/2021;C. Valenciana;1459296;28,98;1071336;390622;7,76
16/07/2021;Aragón;1458585;109,56;847254;686717;51,58
10/08/2021;Asturias;1457669;143,55;803415;697162;68,66
06/04/2021;Cataluña;1456572;19,03;1016739;439833;5,75
14/07/2021;Murcia;1453215;96,29;845743;663007;43,93
09/08/2021;Asturias;1452967;143,09;801169;699628;68,9
20/08/2021;Baleares;1452964;119,57;804655;729706;60,05
14/06/2021;Castilla La Mancha;1452113;71,07;958119;544637;26,66
11/05/2021;Galicia;1446879;53,61;997150;459785;17,04
12/08/2021;Extremadura;1446327;136,53;800386;717755;67,76
17/06/2021;Canarias;1444587;64,36;955327;558164;24,87
19/08/2021;Baleares;1444573;118,88;803392;722383;59,45
31/03/2021;Andalucía;1441414;16,99;;507430;5,98
18/05/2021;Castilla y Leon;1441310;60,27;929830;525858;21,99
05/04/2021;Cataluña;1441264;18,83;;439817;5,75
04/06/2021;País Vasco;1438333;65,69;955818;523402;23,91
06/08/2021;Asturias;1437553;141,57;791986;697928;68,73
18/08/2021;Baleares;1437254;118,28;801936;716296;58,95
11/08/2021;Extremadura;1436627;135,62;794590;713207;67,33
13/07/2021;Murcia;1433628;95;837275;651484;43,17
15/07/2021;Aragón;1433620;107,68;834046;672320;50,5
05/08/2021;Asturias;1430165;140,84;786029;692422;68,19
10/05/2021;Galicia;1429463;52,97;982832;455892;16,89
17/08/2021;Baleares;1429406;117,63;800313;709838;58,41
10/08/2021;Extremadura;1426834;134,69;788026;709256;66,95
23/04/2021;C. Valenciana;1426532;28,33;1049308;377224;7,49
16/06/2021;Canarias;1424949;63,49;943824;549306;24,47
04/08/2021;Asturias;1422913;140,13;781685;690885;68,04
17/05/2021;Castilla y Leon;1422494;59,49;920462;516360;21,59
09/08/2021;Extremadura;1422297;134,27;784883;707475;66,79
16/08/2021;Baleares;1421257;116,96;798548;703192;57,87
12/07/2021;Murcia;1420546;94,13;833703;641883;42,53
03/06/2021;País Vasco;1420356;64,87;948670;512073;23,39
12/04/2021;Madrid;1419575;21,01;987950;431625;6,39
03/08/2021;Asturias;1415818;139,43;777694;687458;67,7
02/08/2021;Asturias;1412150;139,07;776766;684560;67,42
06/08/2021;Extremadura;1411383;133,24;779865;700901;66,17
14/07/2021;Aragón;1410416;105,94;819608;661280;49,67
13/08/2021;Baleares;1407686;115,84;794673;692975;57,03
11/06/2021;Castilla La Mancha;1405651;68,8;928035;522159;25,56
12/08/2021;Baleares;1401270;115,31;792890;688070;56,62
30/03/2021;Andalucía;1400384;16,51;;504413;5,95
02/06/2021;País Vasco;1398974;63,89;940602;498661;22,78
05/08/2021;Extremadura;1397613;131,94;774494;691639;65,29
30/07/2021;Asturias;1396906;137,57;767916;677139;66,69
28/01/2021;España;1395618;2,95;;192759;0,41
14/05/2021;Castilla y Leon;1395533;58,36;904934;503307;21,05
15/06/2021;Canarias;1395452;62,17;932289;530935;23,66
13/07/2021;Aragón;1394980;104,78;812471;650825;48,89
11/08/2021;Baleares;1394202;114,73;790842;682806;56,19
22/04/2021;C. Valenciana;1391648;27,63;1034931;356717;7,08
09/07/2021;Murcia;1390125;92,11;816478;626760;41,53
04/08/2021;Extremadura;1389278;131,15;769796;687401;64,89
29/07/2021;Asturias;1388420;136,73;760965;675107;66,49
10/08/2021;Baleares;1387626;114,19;787142;679306;55,9
12/07/2021;Aragón;1383874;103,95;809972;641521;48,19
01/06/2021;País Vasco;1380112;63,03;928366;491940;22,47
09/08/2021;Baleares;1380062;113,57;782874;675424;55,58
28/07/2021;Asturias;1377980;135,7;752608;671761;66,16
03/08/2021;Extremadura;1377708;130,06;765196;679793;64,17
29/03/2021;Andalucía;1375025;16,21;;501832;5,92
10/06/2021;Castilla La Mancha;1372137;67,16;911496;503476;24,64
02/08/2021;Extremadura;1371765;129,5;764253;674541;63,68
31/05/2021;País Vasco;1371206;62,63;928464;482696;22,05
27/07/2021;Asturias;1368995;134,82;744123;671149;66,1
14/06/2021;Canarias;1368144;60,96;919350;514820;22,94
06/08/2021;Baleares;1368022;112,58;779318;666135;54,82
09/07/2021;Aragón;1363947;102,45;799195;629686;47,3
05/08/2021;Baleares;1362438;112,12;776139;663285;54,58
30/07/2021;Extremadura;1362253;128,6;760628;668031;63,06
08/07/2021;Murcia;1361292;90,2;806558;606108;40,16
26/07/2021;Asturias;1360571;133,99;740234;666577;65,65
21/04/2021;C. Valenciana;1357860;26,96;1023943;333917;6,63
27/01/2021;España;1356461;2,86;;173066;0,37
04/08/2021;Baleares;1355332;111,53;771928;659777;54,29
01/04/2021;Cataluña;1353057;17,67;;431509;5,64
03/04/2021;Cataluña;1353057;17,67;;431509;5,64
03/08/2021;Baleares;1345722;110,74;765878;655147;53,91
29/07/2021;Extremadura;1345639;127,03;751210;659731;62,28
23/07/2021;Asturias;1341629;132,12;727397;659171;64,92
09/06/2021;Castilla La Mancha;1340668;65,62;895647;486220;23,8
07/07/2021;Murcia;1340481;88,82;798720;592288;39,25
08/07/2021;Aragón;1338318;100,53;784618;616297;46,29
02/08/2021;Baleares;1334500;109,82;759117;649995;53,49
07/05/2021;Galicia;1334460;49,45;903590;439283;16,28
28/07/2021;Extremadura;1333314;125,87;743962;653822;61,72
12/05/2021;Castilla y Leon;1332562;55,73;889728;455402;19,04
13/05/2021;Castilla y Leon;1332562;55,73;889728;455402;19,04
22/07/2021;Asturias;1331864;131,16;722897;653663;64,37
26/03/2021;Andalucía;1330236;15,68;;489306;5,77
28/05/2021;País Vasco;1329094;60,7;912682;439797;20,09
09/04/2021;Madrid;1327764;19,65;901498;426266;6,31
27/07/2021;Extremadura;1322260;124,82;738270;647608;61,13
21/07/2021;Asturias;1321136;130,11;716504;649159;63,93
08/06/2021;Castilla La Mancha;1319692;64,59;884295;473596;23,18
26/07/2021;Extremadura;1318615;124,48;737161;644942;60,88
06/07/2021;Murcia;1317752;87,32;797009;570248;37,79
06/05/2022;Navarra;1315844;200,21;568031;561785;85,48
07/07/2021;Aragón;1315126;98,78;772168;604618;45,42
29/04/2022;Navarra;1314560;200,02;567932;561525;85,44
22/04/2022;Navarra;1313285;199,83;567837;561157;85,38
18/04/2022;Navarra;1312315;199,68;567763;560907;85,35
08/04/2022;Navarra;1310571;199,41;567648;560299;85,25
30/07/2021;Baleares;1310456;107,84;749962;634074;52,18
20/07/2021;Asturias;1309731;128,98;709886;643816;63,4
11/06/2021;Canarias;1308062;58,28;891219;477427;21,27
20/04/2021;C. Valenciana;1307612;25,96;993150;314462;6,24
05/07/2021;Murcia;1306834;86,59;791784;564323;37,39
27/05/2021;País Vasco;1306191;59,66;908202;421203;19,24
07/06/2021;Castilla La Mancha;1305906;63,92;875488;466014;22,81
25/03/2022;Navarra;1305709;198,67;567279;558238;84,94
23/07/2021;Extremadura;1305505;123,24;732952;635236;59,97
11/05/2021;Castilla y Leon;1302889;54,48;876912;438362;18,33
19/07/2021;Asturias;1302332;128,25;708238;638006;62,83
18/03/2022;Navarra;1301891;198,09;567027;556192;84,63
29/07/2021;Baleares;1298820;106,88;743201;628342;51,71
11/03/2022;Navarra;1298314;197,55;566659;554010;84,3
06/07/2021;Aragón;1298160;97,51;765662;592923;44,54
25/03/2021;Andalucía;1293949;15,25;;472276;5,57
22/07/2021;Extremadura;1291772;121,94;728716;624919;58,99
04/03/2022;Navarra;1291695;196,54;566266;547019;83,23
03/03/2022;Navarra;1291289;196,48;566256;547001;83,23
26/01/2021;España;1291216;2,73;;123697;0,26
06/05/2021;Galicia;1289078;47,77;860812;436571;16,18
01/03/2022;Navarra;1287692;195,93;565977;545035;82,93
02/03/2022;Navarra;1287692;195,93;565977;545035;82,93
28/07/2021;Baleares;1287439;105,95;737598;621947;51,18
08/04/2021;Madrid;1287142;19,05;868436;418706;6,2
05/07/2021;Aragón;1286210;96,61;764348;582092;43,72
26/05/2021;País Vasco;1285690;58,72;900275;408544;18,66
25/02/2022;Navarra;1284934;195,51;565849;544345;82,83
28/02/2022;Navarra;1284934;195,51;565849;544345;82,83
24/02/2022;Navarra;1283895;195,35;565767;543806;82,74
10/05/2021;Castilla y Leon;1283004;53,65;865320;429862;17,98
23/02/2022;Navarra;1282656;195,17;565719;543284;82,66
22/02/2022;Navarra;1281480;194,99;565676;542820;82,59
21/02/2022;Navarra;1280231;194,8;565636;542366;82,52
10/06/2021;Canarias;1280205;57,04;879768;460740;20,53
18/02/2022;Navarra;1276651;194,25;565360;541737;82,43
31/03/2021;Cataluña;1274944;16,65;;421043;5,5
17/02/2022;Navarra;1274695;193,95;565314;541348;82,37
16/07/2021;Asturias;1273778;125,44;697206;618088;60,87
27/07/2021;Baleares;1272589;104,72;731066;612332;50,39
02/07/2021;Murcia;1271373;84,24;772363;545305;36,13
19/04/2021;C. Valenciana;1270968;25,24;962284;308684;6,13
16/02/2022;Navarra;1269800;193,21;565216;533848;81,23
15/02/2022;Navarra;1269015;193,09;565096;533802;81,22
21/07/2021;Extremadura;1268346;119,73;723915;604678;57,08
14/02/2022;Navarra;1268229;192,97;565022;533730;81,21
25/05/2021;País Vasco;1266789;57,86;889278;400593;18,3
02/07/2021;Aragón;1265011;95,02;756687;566679;42,57
06/05/2022;Cantabria;1264845;217,2;519418;515275;88,48
11/02/2022;Navarra;1264832;192,45;564793;533609;81,19
29/04/2022;Cantabria;1264098;217,07;519336;515093;88,45
22/04/2022;Cantabria;1262795;216,84;519223;514406;88,33
10/02/2022;Navarra;1262768;192,14;564641;533567;81,19
18/04/2022;Cantabria;1261579;216,63;519150;513944;88,25
15/07/2021;Asturias;1261304;124,21;696006;606676;59,75
09/02/2022;Navarra;1260857;191,85;564585;533496;81,18
04/06/2021;Castilla La Mancha;1260567;61,7;847837;443296;21,7
08/04/2022;Cantabria;1260186;216,4;519034;513153;88,12
08/02/2022;Navarra;1259310;191,61;564550;533450;81,17
24/03/2021;Andalucía;1258375;14,83;;455368;5,37
07/02/2022;Navarra;1258084;191,43;564520;533412;81,16
26/07/2021;Baleares;1257184;103,46;723999;603196;49,64
20/07/2021;Extremadura;1256262;118,59;719931;595941;56,26
09/06/2021;Canarias;1255776;55,95;871501;443970;19,78
25/03/2022;Cantabria;1255142;215,53;518740;510282;87,62
04/02/2022;Navarra;1254694;190,91;564386;533303;81,15
03/02/2022;Navarra;1253548;190,74;564355;533283;81,14
03/06/2021;Castilla La Mancha;1253539;61,35;842149;441757;21,62
02/02/2022;Navarra;1252732;190,61;564291;533258;81,14
18/03/2022;Cantabria;1252604;215,09;518615;508908;87,39
24/05/2021;País Vasco;1252266;57,19;876681;398634;18,21
01/02/2022;Navarra;1251588;190,44;564251;533173;81,13
31/01/2022;Navarra;1250261;190,24;564183;533056;81,11
11/03/2022;Cantabria;1249893;214,63;518399;507437;87,14
01/07/2021;Murcia;1249394;82,79;764273;531363;35,21
14/07/2021;Asturias;1249316;123,03;693172;597448;58,84
19/07/2021;Extremadura;1247236;117,74;718666;587954;55,5
28/01/2022;Navarra;1245802;189,56;563826;532895;81,08
04/03/2022;Cantabria;1245652;213,9;518092;500338;85,92
03/03/2022;Cantabria;1244873;213,77;518062;500304;85,91
02/03/2022;Cantabria;1244026;213,62;518029;500293;85,91
05/05/2021;Galicia;1244020;46,1;859361;392839;14,56
27/01/2022;Navarra;1243702;189,24;563777;532869;81,08
01/03/2022;Cantabria;1242720;213,4;517953;499555;85,78
28/02/2022;Cantabria;1241827;213,24;517922;499350;85,75
25/02/2022;Cantabria;1239400;212,83;517694;497654;85,46
07/04/2021;Madrid;1239223;18,34;831687;407536;6,03
26/01/2022;Navarra;1238283;188,41;563393;531997;80,95
25/01/2022;Navarra;1238279;188,41;563393;531996;80,95
24/02/2022;Cantabria;1238062;212,6;517571;497155;85,37
25/01/2021;España;1237593;2,61;;88698;0,19
01/07/2021;Aragón;1237417;92,95;746335;546739;41,07
23/02/2022;Cantabria;1237210;212,45;517430;497001;85,34
24/01/2022;Navarra;1236705;188,17;562958;531812;80,92
16/04/2021;C. Valenciana;1236279;24,55;931748;304531;6,05
22/02/2022;Cantabria;1235941;212,23;517338;496596;85,27
13/07/2021;Asturias;1235136;121,64;689588;586551;57,76
07/05/2021;Castilla y Leon;1234278;51,62;834020;412088;17,23
21/02/2022;Cantabria;1233725;211,85;517267;494990;85
18/02/2022;Cantabria;1232690;211,67;517204;494445;84,9
16/07/2021;Extremadura;1232067;116,31;710939;579550;54,71
17/02/2022;Cantabria;1231712;211,51;517154;494028;84,83
21/01/2022;Navarra;1230593;187,24;562206;531619;80,89
20/01/2022;Navarra;1228740;186,96;561875;531544;80,88
08/06/2021;Canarias;1227362;54,68;859182;426601;19,01
16/02/2022;Cantabria;1227333;210,75;517066;489014;83,97
23/07/2021;Baleares;1227186;100,99;712457;583007;47,98
19/01/2022;Navarra;1226150;186,57;561513;531418;80,86
30/06/2021;Murcia;1226131;81,25;755816;516512;34,23
15/02/2022;Cantabria;1225489;210,44;516963;488985;83,97
14/02/2022;Cantabria;1223991;210,18;516895;488938;83,96
18/01/2022;Navarra;1223477;186,16;561110;531329;80,85
02/06/2021;Castilla La Mancha;1222810;59,85;825678;426146;20,86
12/07/2021;Asturias;1221351;120,28;687139;574814;56,61
17/01/2022;Navarra;1220339;185,68;560300;531147;80,82
10/02/2022;Cantabria;1220283;209,54;516610;488847;83,94
11/02/2022;Cantabria;1220283;209,54;516610;488847;83,94
30/03/2021;Cataluña;1219567;15,93;;413857;5,41
09/02/2022;Cantabria;1218049;209,16;516429;488759;83,93
21/05/2021;País Vasco;1216832;55,58;849078;382394;17,46
22/07/2021;Baleares;1215370;100,02;706679;576118;47,41
08/02/2022;Cantabria;1215020;208,64;516168;488664;83,91
15/07/2021;Extremadura;1212376;114,45;701919;567648;53,59
07/02/2022;Cantabria;1212140;208,15;516057;488582;83,9
30/06/2021;Aragón;1211742;91,02;736277;530383;39,84
14/01/2022;Navarra;1210681;184,21;559747;531062;80,8
04/02/2022;Cantabria;1208876;207,58;515894;488472;83,88
01/06/2021;Castilla La Mancha;1206939;59,07;816585;416783;20,4
13/01/2022;Navarra;1206309;183,55;559549;530880;80,78
03/02/2022;Cantabria;1205356;206,98;515776;488398;83,87
31/05/2021;Castilla La Mancha;1205118;58,98;815163;416195;20,37
29/12/2021;Navarra;1204767;183,31;548989;527142;80,21
21/07/2021;Baleares;1203504;99,04;700836;569181;46,84
23/03/2021;Andalucía;1202553;14,18;;422339;4,98
02/02/2022;Cantabria;1202157;206,43;515690;488337;83,86
12/01/2022;Navarra;1201921;182,88;559354;530662;80,74
07/06/2021;Canarias;1201701;53,54;845845;410948;18,31
04/05/2021;Galicia;1200843;44,5;818614;390209;14,46
28/12/2021;Navarra;1200028;182,59;548236;527142;80,21
20/05/2021;País Vasco;1199412;54,78;835538;378271;17,28
01/02/2022;Cantabria;1198000;205,72;515612;488257;83,84
11/01/2022;Navarra;1196738;182,09;559127;530578;80,73
27/12/2021;Navarra;1195940;181,97;547314;527193;80,22
14/07/2021;Extremadura;1195213;112,83;694261;556951;52,58
06/04/2021;Madrid;1194726;17,68;801090;393636;5,83
31/01/2022;Cantabria;1194318;205,08;515561;488172;83,83
15/04/2021;C. Valenciana;1194050;23,71;896713;297337;5,9
10/01/2022;Navarra;1193828;181,65;558430;530506;80,72
29/06/2021;Murcia;1193622;79,09;748447;491175;32,55
09/07/2021;Asturias;1193479;117,53;680969;550842;54,25
29/06/2021;Aragón;1193474;89,65;729957;516781;38,82
06/05/2021;Castilla y Leon;1192445;49,87;816851;386520;16,16
29/03/2021;Cataluña;1192191;15,57;;411550;5,38
23/12/2021;Navarra;1189708;181,02;545449;526722;80,14
20/07/2021;Baleares;1189682;97,9;696109;559361;46,03
22/12/2021;Navarra;1188180;180,79;544259;526442;80,1
28/06/2021;Murcia;1188020;78,72;744062;488059;32,34
07/01/2022;Navarra;1186696;180,56;555287;529917;80,63
27/01/2022;Cantabria;1185570;203,58;514929;487470;83,71
28/01/2022;Cantabria;1185570;203,58;514929;487470;83,71
22/03/2021;Andalucía;1185021;13,97;;420167;4,95
28/06/2021;Aragón;1184205;88,95;727890;508734;38,21
26/01/2022;Cantabria;1182425;203,04;514929;487472;83,71
03/05/2021;Galicia;1182409;43,81;804154;383988;14,23
21/12/2021;Navarra;1181986;179,85;542410;526427;80,1
05/01/2022;Navarra;1181681;179,8;552793;529728;80,6
04/01/2022;Navarra;1181592;179,79;552793;529726;80,6
13/07/2021;Extremadura;1180946;111,48;688135;548107;51,74
08/07/2021;Asturias;1179375;116,15;680755;537646;52,95
03/01/2022;Navarra;1179225;179,43;551853;529617;80,58
19/05/2021;País Vasco;1178734;53,84;825973;366867;16,76
25/01/2022;Cantabria;1178466;202,36;514859;487264;83,67
20/12/2021;Navarra;1176431;179;540956;526341;80,09
24/01/2022;Cantabria;1175903;201,92;514810;487051;83,64
12/07/2021;Extremadura;1173755;110,8;683772;544792;51,43
19/07/2021;Baleares;1173128;96,54;690614;547514;45,06
30/12/2021;Navarra;1173045;178,49;549734;527142;80,21
21/01/2022;Cantabria;1172046;201,26;514079;486977;83,62
20/01/2022;Cantabria;1169185;200,77;514017;486852;83,6
07/07/2021;Asturias;1167000;114,93;680138;525870;51,79
19/01/2022;Cantabria;1166705;200,34;513960;486718;83,58
22/01/2021;España;1165825;2,46;;68456;0,14
25/06/2021;Aragón;1164838;87,5;718661;495297;37,2
18/01/2022;Cantabria;1163891;199,86;513869;486567;83,55
18/03/2021;Andalucía;1163449;13,72;;406759;4,8
28/05/2021;Castilla La Mancha;1161860;56,87;783352;400654;19,61
17/01/2022;Cantabria;1161421;199,44;513800;486392;83,52
17/12/2021;Navarra;1160634;176,6;534637;525627;79,98
05/05/2021;Castilla y Leon;1160331;48,52;802106;368204;15,4
18/05/2021;País Vasco;1158120;52,89;818706;353216;16,13
06/07/2021;Asturias;1155453;113,79;680001;514458;50,66
14/01/2022;Cantabria;1155113;198,35;512565;486291;83,5
16/12/2021;Navarra;1154079;175,6;534530;525441;79,95
09/07/2021;Extremadura;1153087;108,85;674830;532011;50,22
13/01/2022;Cantabria;1151602;197,75;512362;486118;83,47
12/01/2022;Cantabria;1148071;197,14;512090;485902;83,44
27/05/2021;Castilla La Mancha;1146802;56,13;774216;393256;19,25
15/12/2021;Navarra;1146050;174,38;534319;525267;79,92
04/06/2021;Canarias;1144916;51,01;815230;371089;16,53
05/04/2021;Madrid;1144369;16,94;;377368;5,59
11/01/2022;Cantabria;1144001;196,44;511773;485675;83,4
16/07/2021;Baleares;1142865;94,05;674707;530128;43,63
05/07/2021;Asturias;1142562;112,52;679509;502005;49,44
17/05/2021;País Vasco;1140415;52,09;815059;338938;15,48
10/01/2022;Cantabria;1140182;195,79;511600;485437;83,36
14/12/2021;Navarra;1139120;173,33;534130;525230;79,92
24/06/2021;Aragón;1138644;85,53;707121;478720;35,96
17/03/2021;Andalucía;1135990;13,39;;383206;4,52
04/05/2021;Castilla y Leon;1133971;47,42;786796;355998;14,89
13/12/2021;Navarra;1132830;172,37;534002;525189;79,91
08/07/2021;Extremadura;1130966;106,76;669245;514945;48,61
02/07/2021;Asturias;1129833;111,27;677516;490643;48,32
15/07/2021;Baleares;1129759;92,97;669679;520829;42,86
26/05/2021;Castilla La Mancha;1127903;55,2;761594;386322;18,91
07/01/2022;Cantabria;1127810;193,66;508304;485072;83,3
25/06/2021;Murcia;1127690;74,72;714092;457479;30,31
24/06/2021;Murcia;1127600;74,72;714038;457449;30,31
29/12/2021;Cantabria;1126407;193,42;503681;482597;82,87
03/04/2021;Madrid;1125861;16,67;;377302;5,59
14/04/2021;C. Valenciana;1125277;22,34;835363;289914;5,76
05/01/2022;Cantabria;1123306;192,89;508181;484806;83,25
28/12/2021;Cantabria;1120915;192,48;503156;482472;82,85
03/06/2021;Canarias;1117868;49,81;800570;356868;15,9
04/01/2022;Cantabria;1117587;191,91;507483;484566;83,21
07/07/2021;Extremadura;1115496;105,3;664355;503187;47,5
27/12/2021;Cantabria;1115030;191,47;502467;482351;82,83
01/07/2021;Asturias;1113708;109,68;673767;477987;47,07
16/03/2021;Andalucía;1113414;13,13;;363191;4,28
23/06/2021;Aragón;1113167;83,61;699868;459281;34,5
03/01/2022;Cantabria;1112769;191,08;507287;484336;83,17
14/07/2021;Baleares;1112760;91,57;664908;507339;41,75
25/05/2021;Castilla La Mancha;1112609;54,46;751374;379701;18,58
21/01/2021;España;1103301;2,33;;49056;0,1
03/05/2021;Castilla y Leon;1103186;46,13;765410;345998;14,47
24/05/2021;Castilla La Mancha;1103092;53,99;744186;376232;18,41
23/06/2021;Murcia;1102066;73,03;705967;439826;29,14
23/12/2021;Cantabria;1100949;189,05;498392;482140;82,79
06/07/2021;Extremadura;1100609;103,9;657490;494517;46,68
30/12/2021;Cantabria;1099265;188,76;504267;482597;82,87
13/07/2021;Baleares;1099238;90,46;660072;497773;40,96
15/03/2021;Andalucía;1098755;12,95;;356888;4,21
22/06/2021;Aragón;1098650;82,52;693620;450448;33,83
30/06/2021;Asturias;1097407;108,07;672144;464202;45,72
14/05/2021;País Vasco;1096376;50,07;789241;319840;14,61
26/03/2021;Cataluña;1095847;14,31;;397561;5,19
22/12/2021;Cantabria;1094764;187,99;497638;481893;82,75
30/04/2021;Galicia;1094581;40,56;812636;286955;10,63
02/06/2021;Canarias;1093097;48,7;784950;345583;15,4
01/04/2021;Madrid;1092992;16,18;;376909;5,58
10/12/2021;Navarra;1092575;166,24;533715;525271;79,92
09/12/2021;Navarra;1091482;166,08;533586;525208;79,91
21/06/2021;Aragón;1090980;81,95;691644;444599;33,4
07/12/2021;Navarra;1089474;165,77;533246;525167;79,91
05/07/2021;Extremadura;1088911;102,79;650990;488834;46,15
21/12/2021;Cantabria;1087367;186,72;496927;481695;82,72
03/12/2021;Navarra;1084900;165,08;532728;525192;79,91
12/07/2021;Baleares;1084892;89,28;653853;488256;40,18
02/12/2021;Navarra;1084176;164,96;532365;524989;79,88
01/12/2021;Navarra;1081208;164,51;532126;524883;79,86
13/04/2021;C. Valenciana;1080973;21,46;794429;286544;5,69
20/12/2021;Cantabria;1080688;185,57;496291;481532;82,69
13/05/2021;País Vasco;1080358;49,34;776645;316410;14,45
30/11/2021;Navarra;1078549;164,11;531862;524774;79,85
22/06/2021;Murcia;1077570;71,4;702094;418282;27,72
18/06/2021;Aragón;1074735;80,73;683345;434516;32,64
29/06/2021;Asturias;1074504;105,82;665765;447626;44,08
21/05/2021;Castilla La Mancha;1073858;52,56;724018;362666;17,75
21/06/2021;Murcia;1070052;70,9;696271;414686;27,48
26/11/2021;Navarra;1069699;162,76;530826;524112;79,75
29/11/2021;Navarra;1069699;162,76;530826;524112;79,75
30/04/2021;Castilla y Leon;1067062;44,62;744217;328108;13,72
17/12/2021;Cantabria;1065615;182,98;488256;481329;82,65
02/07/2021;Extremadura;1063300;100,38;640230;472999;44,65
29/04/2021;Galicia;1063214;39,4;787752;280017;10,38
25/03/2021;Cataluña;1062479;13,88;;379408;4,96
01/06/2021;Canarias;1062442;47,34;760830;330436;14,72
25/11/2021;Navarra;1061460;161,51;530674;524055;79,74
12/05/2021;País Vasco;1060076;48,42;763568;309205;14,12
28/06/2021;Asturias;1060023;104,39;661981;436871;43,02
16/12/2021;Cantabria;1059644;181,96;488000;481144;82,62
31/03/2021;Madrid;1058277;15,67;;359895;5,33
24/11/2021;Navarra;1058063;160,99;530358;523843;79,71
09/07/2021;Baleares;1056047;86,91;636049;472477;38,88
23/11/2021;Navarra;1054401;160,43;530163;523753;79,69
15/12/2021;Cantabria;1053719;180,94;487584;480931;82,58
22/11/2021;Navarra;1051579;160,01;529907;523627;79,67
17/06/2021;Aragón;1051390;78,97;675162;417656;31,37
14/12/2021;Cantabria;1048160;179,99;487215;480921;82,58
19/11/2021;Navarra;1047190;159,34;529487;523348;79,63
31/05/2021;Canarias;1047051;46,65;749133;324705;14,47
12/03/2021;Andalucía;1046334;12,33;;322619;3,8
20/05/2021;Castilla La Mancha;1045725;51,18;709172;348337;17,05
18/11/2021;Navarra;1044055;158,86;529361;523245;79,62
13/12/2021;Cantabria;1043068;179,11;486983;480772;82,56
18/06/2021;Murcia;1043065;69,12;683369;397644;26,35
08/07/2021;Baleares;1041536;85,71;630402;462491;38,06
01/07/2021;Extremadura;1040419;98,22;630447;458812;43,31
17/11/2021;Navarra;1039993;158,24;529145;523087;79,59
25/06/2021;Asturias;1039168;102,34;653810;423578;41,71
11/05/2021;País Vasco;1039070;47,46;754863;296856;13,56
28/04/2021;Galicia;1037612;38,45;768589;272717;10,11
09/04/2021;C. Valenciana;1035843;20,57;751737;284106;5,64
12/04/2021;C. Valenciana;1035842;20,57;751735;284107;5,64
16/11/2021;Navarra;1035750;157,6;529036;523021;79,58
15/11/2021;Navarra;1033776;157,3;528937;522957;79,57
29/04/2021;Castilla y Leon;1030975;43,11;727388;307085;12,84
12/11/2021;Navarra;1028853;156,55;528674;522681;79,53
16/06/2021;Aragón;1028134;77,23;667558;401383;30,15
24/03/2021;Cataluña;1027370;13,42;;356766;4,66
07/07/2021;Baleares;1026952;84,51;624682;452523;37,24
11/11/2021;Navarra;1026886;156,25;528577;522431;79,49
30/03/2021;Madrid;1026074;15,19;;342872;5,08
20/01/2021;España;1025937;2,17;;15642;0,03
24/06/2021;Asturias;1025016;100,94;647329;415860;40,95
10/05/2021;País Vasco;1024416;46,79;742164;294856;13,47
10/11/2021;Navarra;1023050;155,66;528517;522371;79,48
30/06/2021;Extremadura;1021320;96,41;623655;445836;42,09
17/06/2021;Murcia;1018736;67,5;668157;388174;25,72
19/05/2021;Castilla La Mancha;1018599;49,85;693438;336163;16,45
08/11/2021;Navarra;1017222;154,78;528404;522257;79,47
28/05/2021;Canarias;1016327;45,28;725598;314742;14,02
09/12/2021;Cantabria;1015115;174,31;486611;480478;82,51
10/12/2021;Cantabria;1015114;174,31;486611;480476;82,51
15/06/2021;Aragón;1013296;76,11;660494;392449;29,48
07/12/2021;Cantabria;1012323;173,83;486399;480386;82,49
05/11/2021;Navarra;1011898;153,97;528097;521706;79,38
23/03/2021;Cataluña;1011890;13,22;;346521;4,53
23/06/2021;Asturias;1011253;99,59;639888;409039;40,28
04/11/2021;Navarra;1010009;153,68;528048;521574;79,36
03/12/2021;Cantabria;1009032;173,27;486145;480272;82,47
06/07/2021;Baleares;1008314;82,98;617152;440685;36,27
03/11/2021;Navarra;1006176;153,1;527979;521559;79,36
22/03/2021;Cataluña;1006049;13,14;;342038;4,47
02/12/2021;Cantabria;1005762;172,71;485728;480149;82,45
14/06/2021;Aragón;1005615;75,54;656965;387424;29,1
29/06/2021;Extremadura;1003103;94,69;616285;434112;40,98
